index,n_nerghbors,weight,p,leaf_size,cross_acc,test_acc
472,13,distance,2,44,0.49039239295246506,0.5506493506493506
473,13,uniform,1,46,0.3911539308860538,0.44155844155844154
474,13,uniform,2,46,0.3885866619222229,0.43376623376623374
475,13,distance,1,46,0.5003434977986047,0.5636363636363636
476,13,distance,2,46,0.49039239295246506,0.5506493506493506
477,13,uniform,1,48,0.3911539308860538,0.44155844155844154
478,13,uniform,2,48,0.3885866619222229,0.43376623376623374
479,13,distance,1,48,0.5003434977986047,0.5636363636363636
480,13,distance,2,48,0.49039239295246506,0.5506493506493506
481,15,uniform,1,10,0.3891695365365908,0.44545454545454544
482,15,uniform,2,10,0.387896278865095,0.43636363636363634
483,15,distance,1,10,0.4994830932477596,0.5675324675324676
484,15,distance,2,10,0.49257160139581846,0.5506493506493506
485,15,uniform,1,12,0.3891695365365908,0.44545454545454544
486,15,uniform,2,12,0.387896278865095,0.43636363636363634
487,15,distance,1,12,0.4994830932477596,0.5675324675324676
488,15,distance,2,12,0.49257160139581846,0.5506493506493506
489,15,uniform,1,14,0.3891695365365908,0.44545454545454544
490,15,uniform,2,14,0.387896278865095,0.43636363636363634
491,15,distance,1,14,0.4994830932477596,0.5675324675324676
492,15,distance,2,14,0.49257160139581846,0.5506493506493506
493,15,uniform,1,16,0.38213053164491145,0.43506493506493504
494,15,uniform,2,16,0.3817193589556723,0.42467532467532465
495,15,distance,1,16,0.49774579545783026,0.5623376623376624
496,15,distance,2,16,0.4917079146119171,0.5454545454545454
497,15,uniform,1,18,0.38213053164491145,0.43506493506493504
498,15,uniform,2,18,0.3817193589556723,0.42467532467532465
499,15,distance,1,18,0.49774579545783026,0.5623376623376624
500,15,distance,2,18,0.4917079146119171,0.5454545454545454
501,15,uniform,1,20,0.38213053164491145,0.43506493506493504
502,15,uniform,2,20,0.3817193589556723,0.42467532467532465
503,15,distance,1,20,0.49774579545783026,0.5623376623376624
504,15,distance,2,20,0.4917079146119171,0.5454545454545454
505,15,uniform,1,22,0.38213053164491145,0.43506493506493504
506,15,uniform,2,22,0.3817193589556723,0.42467532467532465
507,15,distance,1,22,0.49774579545783026,0.5623376623376624
508,15,distance,2,22,0.4917079146119171,0.5454545454545454
509,15,uniform,1,24,0.38213053164491145,0.43506493506493504
510,15,uniform,2,24,0.3817193589556723,0.42467532467532465
511,15,distance,1,24,0.49774579545783026,0.5623376623376624
512,15,distance,2,24,0.4917079146119171,0.5454545454545454
513,15,uniform,1,26,0.38213053164491145,0.43506493506493504
514,15,uniform,2,26,0.3817193589556723,0.42467532467532465
515,15,distance,1,26,0.49774579545783026,0.5623376623376624
516,15,distance,2,26,0.4917079146119171,0.5454545454545454
517,15,uniform,1,28,0.38213053164491145,0.43506493506493504
518,15,uniform,2,28,0.3817193589556723,0.42467532467532465
519,15,distance,1,28,0.49774579545783026,0.5623376623376624
520,15,distance,2,28,0.4917079146119171,0.5454545454545454
521,15,uniform,1,30,0.37646476310357035,0.42077922077922075
522,15,uniform,2,30,0.3756005640394143,0.412987012987013
523,15,distance,1,30,0.4934426364773799,0.5597402597402598
524,15,distance,2,30,0.48570610792392593,0.5454545454545454
525,15,uniform,1,32,0.37646476310357035,0.42077922077922075
526,15,uniform,2,32,0.3756005640394143,0.412987012987013
527,15,distance,1,32,0.4934426364773799,0.5597402597402598
528,15,distance,2,32,0.48570610792392593,0.5454545454545454
529,15,uniform,1,34,0.37646476310357035,0.42077922077922075
530,15,uniform,2,34,0.3756005640394143,0.412987012987013
531,15,distance,1,34,0.4934426364773799,0.5597402597402598
532,15,distance,2,34,0.48570610792392593,0.5454545454545454
533,15,uniform,1,36,0.37646476310357035,0.42077922077922075
534,15,uniform,2,36,0.3756005640394143,0.412987012987013
535,15,distance,1,36,0.4934426364773799,0.5597402597402598
536,15,distance,2,36,0.48570610792392593,0.5454545454545454
537,15,uniform,1,38,0.37646476310357035,0.42077922077922075
538,15,uniform,2,38,0.3756005640394143,0.412987012987013
539,15,distance,1,38,0.4934426364773799,0.5597402597402598
540,15,distance,2,38,0.48570610792392593,0.5454545454545454
541,15,uniform,1,40,0.37646476310357035,0.42077922077922075
542,15,uniform,2,40,0.3756005640394143,0.412987012987013
543,15,distance,1,40,0.4934426364773799,0.5597402597402598
544,15,distance,2,40,0.48570610792392593,0.5454545454545454
545,15,uniform,1,42,0.37646476310357035,0.42077922077922075
546,15,uniform,2,42,0.3756005640394143,0.412987012987013
547,15,distance,1,42,0.4934426364773799,0.5597402597402598
548,15,distance,2,42,0.48570610792392593,0.5454545454545454
549,15,uniform,1,44,0.37646476310357035,0.42077922077922075
550,15,uniform,2,44,0.3756005640394143,0.412987012987013
551,15,distance,1,44,0.4934426364773799,0.5597402597402598
552,15,distance,2,44,0.48570610792392593,0.5454545454545454
553,15,uniform,1,46,0.37646476310357035,0.42077922077922075
554,15,uniform,2,46,0.3756005640394143,0.412987012987013
555,15,distance,1,46,0.4934426364773799,0.5597402597402598
556,15,distance,2,46,0.48570610792392593,0.5454545454545454
557,15,uniform,1,48,0.37646476310357035,0.42077922077922075
558,15,uniform,2,48,0.3756005640394143,0.412987012987013
559,15,distance,1,48,0.4934426364773799,0.5597402597402598
560,15,distance,2,48,0.48570610792392593,0.5454545454545454
561,17,uniform,1,10,0.3779809202414265,0.42077922077922075
562,17,uniform,2,10,0.3754128110618898,0.41688311688311686
563,17,distance,1,10,0.4951775523711775,0.5545454545454546
564,17,distance,2,10,0.48221648781329607,0.5376623376623376
565,17,uniform,1,12,0.3779809202414265,0.42077922077922075
566,17,uniform,2,12,0.3754128110618898,0.41688311688311686
567,17,distance,1,12,0.4951775523711775,0.5545454545454546
568,17,distance,2,12,0.48221648781329607,0.5376623376623376
569,17,uniform,1,14,0.3779809202414265,0.42077922077922075
570,17,uniform,2,14,0.3754128110618898,0.41688311688311686
571,17,distance,1,14,0.4951775523711775,0.5545454545454546
572,17,distance,2,14,0.48221648781329607,0.5376623376623376
573,17,uniform,1,16,0.3735896094518776,0.42207792207792205
574,17,uniform,2,16,0.37015000334821235,0.4142857142857143
575,17,distance,1,16,0.49173002072871713,0.5571428571428572
576,17,distance,2,16,0.4800637794867975,0.538961038961039
577,17,uniform,1,18,0.3735896094518776,0.42207792207792205
578,17,uniform,2,18,0.37015000334821235,0.4142857142857143
579,17,distance,1,18,0.49173002072871713,0.5571428571428572
580,17,distance,2,18,0.4800637794867975,0.538961038961039
581,17,uniform,1,20,0.3735896094518776,0.42207792207792205
582,17,uniform,2,20,0.37015000334821235,0.4142857142857143
583,17,distance,1,20,0.49173002072871713,0.5571428571428572
584,17,distance,2,20,0.4800637794867975,0.538961038961039
585,17,uniform,1,22,0.3735896094518776,0.42207792207792205
586,17,uniform,2,22,0.37015000334821235,0.4142857142857143
587,17,distance,1,22,0.49173002072871713,0.5571428571428572
588,17,distance,2,22,0.4800637794867975,0.538961038961039
589,17,uniform,1,24,0.3735896094518776,0.42207792207792205
590,17,uniform,2,24,0.37015000334821235,0.4142857142857143
591,17,distance,1,24,0.49173002072871713,0.5571428571428572
592,17,distance,2,24,0.4800637794867975,0.538961038961039
593,17,uniform,1,26,0.3735896094518776,0.42207792207792205
594,17,uniform,2,26,0.37015000334821235,0.4142857142857143
595,17,distance,1,26,0.49173002072871713,0.5571428571428572
596,17,distance,2,26,0.4800637794867975,0.538961038961039
597,17,uniform,1,28,0.3735896094518776,0.42207792207792205
598,17,uniform,2,28,0.37015000334821235,0.4142857142857143
599,17,distance,1,28,0.49173002072871713,0.5571428571428572
600,17,distance,2,28,0.4800637794867975,0.538961038961039
601,17,uniform,1,30,0.3670178163527817,0.4090909090909091
602,17,uniform,2,30,0.3639685788798285,0.4
603,17,distance,1,30,0.4895525799232642,0.5545454545454546
604,17,distance,2,30,0.47878875417740147,0.5402597402597402
605,17,uniform,1,32,0.3670178163527817,0.4090909090909091
606,17,uniform,2,32,0.3639685788798285,0.4
607,17,distance,1,32,0.4895525799232642,0.5545454545454546
608,17,distance,2,32,0.47878875417740147,0.5402597402597402
609,17,uniform,1,34,0.3670178163527817,0.4090909090909091
610,17,uniform,2,34,0.3639685788798285,0.4
611,17,distance,1,34,0.4895525799232642,0.5545454545454546
612,17,distance,2,34,0.47878875417740147,0.5402597402597402
613,17,uniform,1,36,0.3670178163527817,0.4090909090909091
614,17,uniform,2,36,0.3639685788798285,0.4
615,17,distance,1,36,0.4895525799232642,0.5545454545454546
616,17,distance,2,36,0.47878875417740147,0.5402597402597402
617,17,uniform,1,38,0.3670178163527817,0.4090909090909091
618,17,uniform,2,38,0.3639685788798285,0.4
619,17,distance,1,38,0.4895525799232642,0.5545454545454546
620,17,distance,2,38,0.47878875417740147,0.5402597402597402
621,17,uniform,1,40,0.3670178163527817,0.4090909090909091
622,17,uniform,2,40,0.3639685788798285,0.4
623,17,distance,1,40,0.4895525799232642,0.5545454545454546
624,17,distance,2,40,0.47878875417740147,0.5402597402597402
625,17,uniform,1,42,0.3670178163527817,0.4090909090909091
626,17,uniform,2,42,0.3639685788798285,0.4
627,17,distance,1,42,0.4895525799232642,0.5545454545454546
628,17,distance,2,42,0.47878875417740147,0.5402597402597402
629,17,uniform,1,44,0.3670178163527817,0.4090909090909091
630,17,uniform,2,44,0.3639685788798285,0.4
631,17,distance,1,44,0.4895525799232642,0.5545454545454546
632,17,distance,2,44,0.47878875417740147,0.5402597402597402
633,17,uniform,1,46,0.3670178163527817,0.4090909090909091
634,17,uniform,2,46,0.3639685788798285,0.4
635,17,distance,1,46,0.4895525799232642,0.5545454545454546
636,17,distance,2,46,0.47878875417740147,0.5402597402597402
637,17,uniform,1,48,0.3670178163527817,0.4090909090909091
638,17,uniform,2,48,0.3639685788798285,0.4
639,17,distance,1,48,0.4895525799232642,0.5545454545454546
640,17,distance,2,48,0.47878875417740147,0.5402597402597402
641,19,uniform,1,10,0.3692323373681182,0.4051948051948052
642,19,uniform,2,10,0.3653258707555301,0.3987012987012987
643,19,distance,1,10,0.49000783093898737,0.5467532467532468
644,19,distance,2,10,0.476578931749361,0.5324675324675324
645,19,uniform,1,12,0.3692323373681182,0.4051948051948052
646,19,uniform,2,12,0.3653258707555301,0.3987012987012987
647,19,distance,1,12,0.49000783093898737,0.5467532467532468
648,19,distance,2,12,0.476578931749361,0.5324675324675324
649,19,uniform,1,14,0.3692323373681182,0.4051948051948052
650,19,uniform,2,14,0.3653258707555301,0.3987012987012987
651,19,distance,1,14,0.49000783093898737,0.5467532467532468
652,19,distance,2,14,0.476578931749361,0.5324675324675324
653,19,uniform,1,16,0.36663566442751494,0.4038961038961039
654,19,uniform,2,16,0.3648947060313904,0.3948051948051948
655,19,distance,1,16,0.48828138105631885,0.5467532467532468
656,19,distance,2,16,0.4774786926911843,0.5337662337662338
657,19,uniform,1,18,0.36663566442751494,0.4038961038961039
658,19,uniform,2,18,0.3648947060313904,0.3948051948051948
659,19,distance,1,18,0.48828138105631885,0.5467532467532468
660,19,distance,2,18,0.4774786926911843,0.5337662337662338
661,19,uniform,1,20,0.36663566442751494,0.4038961038961039
662,19,uniform,2,20,0.3648947060313904,0.3948051948051948
663,19,distance,1,20,0.48828138105631885,0.5467532467532468
664,19,distance,2,20,0.4774786926911843,0.5337662337662338
665,19,uniform,1,22,0.36663566442751494,0.4038961038961039
666,19,uniform,2,22,0.3648947060313904,0.3948051948051948
667,19,distance,1,22,0.48828138105631885,0.5467532467532468
668,19,distance,2,22,0.4774786926911843,0.5337662337662338
669,19,uniform,1,24,0.36663566442751494,0.4038961038961039
670,19,uniform,2,24,0.3648947060313904,0.3948051948051948
671,19,distance,1,24,0.48828138105631885,0.5467532467532468
672,19,distance,2,24,0.4774786926911843,0.5337662337662338
673,19,uniform,1,26,0.36663566442751494,0.4038961038961039
674,19,uniform,2,26,0.3648947060313904,0.3948051948051948
675,19,distance,1,26,0.48828138105631885,0.5467532467532468
676,19,distance,2,26,0.4774786926911843,0.5337662337662338
677,19,uniform,1,28,0.36663566442751494,0.4038961038961039
678,19,uniform,2,28,0.3648947060313904,0.3948051948051948
679,19,distance,1,28,0.48828138105631885,0.5467532467532468
680,19,distance,2,28,0.4774786926911843,0.5337662337662338
681,19,uniform,1,30,0.3640298792884115,0.4012987012987013
682,19,uniform,2,30,0.3614256959509528,0.3935064935064935
683,19,distance,1,30,0.4839324362327028,0.5493506493506494
684,19,distance,2,30,0.475706428773271,0.535064935064935
685,19,uniform,1,32,0.3640298792884115,0.4012987012987013
686,19,uniform,2,32,0.3614256959509528,0.3935064935064935
687,19,distance,1,32,0.4839324362327028,0.5493506493506494
688,19,distance,2,32,0.475706428773271,0.535064935064935
689,19,uniform,1,34,0.3640298792884115,0.4012987012987013
690,19,uniform,2,34,0.3614256959509528,0.3935064935064935
691,19,distance,1,34,0.4839324362327028,0.5493506493506494
692,19,distance,2,34,0.475706428773271,0.535064935064935
693,19,uniform,1,36,0.3640298792884115,0.4012987012987013
694,19,uniform,2,36,0.3614256959509528,0.3935064935064935
695,19,distance,1,36,0.4839324362327028,0.5493506493506494
696,19,distance,2,36,0.475706428773271,0.535064935064935
697,19,uniform,1,38,0.3640298792884115,0.4012987012987013
698,19,uniform,2,38,0.3614256959509528,0.3935064935064935
699,19,distance,1,38,0.4839324362327028,0.5493506493506494
700,19,distance,2,38,0.475706428773271,0.535064935064935
701,19,uniform,1,40,0.3640298792884115,0.4012987012987013
702,19,uniform,2,40,0.3614256959509528,0.3935064935064935
703,19,distance,1,40,0.4839324362327028,0.5493506493506494
704,19,distance,2,40,0.475706428773271,0.535064935064935
705,19,uniform,1,42,0.3640298792884115,0.4012987012987013
706,19,uniform,2,42,0.3614256959509528,0.3935064935064935
707,19,distance,1,42,0.4839324362327028,0.5493506493506494
708,19,distance,2,42,0.475706428773271,0.535064935064935
709,19,uniform,1,44,0.3640298792884115,0.4012987012987013
710,19,uniform,2,44,0.3614256959509528,0.3935064935064935
711,19,distance,1,44,0.4839324362327028,0.5493506493506494
712,19,distance,2,44,0.475706428773271,0.535064935064935
713,19,uniform,1,46,0.3640298792884115,0.4012987012987013
714,19,uniform,2,46,0.3614256959509528,0.3935064935064935
715,19,distance,1,46,0.4839324362327028,0.5493506493506494
716,19,distance,2,46,0.475706428773271,0.535064935064935
717,19,uniform,1,48,0.3640298792884115,0.4012987012987013
718,19,uniform,2,48,0.3614256959509528,0.3935064935064935
719,19,distance,1,48,0.4839324362327028,0.5493506493506494
720,19,distance,2,48,0.475706428773271,0.535064935064935
721,21,uniform,1,10,0.3544761449266448,0.3974025974025974
722,21,uniform,2,10,0.35188790980509144,0.38961038961038963
723,21,distance,1,10,0.4817732517533896,0.5428571428571428
724,21,distance,2,10,0.4718112203702221,0.5298701298701298
725,21,uniform,1,12,0.3544761449266448,0.3974025974025974
726,21,uniform,2,12,0.35188790980509144,0.38961038961038963
727,21,distance,1,12,0.4817732517533896,0.5428571428571428
728,21,distance,2,12,0.4718112203702221,0.5298701298701298
729,21,uniform,1,14,0.3544761449266448,0.3974025974025974
730,21,uniform,2,14,0.35188790980509144,0.38961038961038963
731,21,distance,1,14,0.4817732517533896,0.5428571428571428
732,21,distance,2,14,0.4718112203702221,0.5298701298701298
733,21,uniform,1,16,0.3539734227966831,0.3922077922077922
734,21,uniform,2,16,0.3513500876400296,0.38961038961038963
735,21,distance,1,16,0.4812860994661944,0.5428571428571428
736,21,distance,2,16,0.4660942143934106,0.5363636363636364
737,21,uniform,1,18,0.3539734227966831,0.3922077922077922
738,21,uniform,2,18,0.3513500876400296,0.38961038961038963
739,21,distance,1,18,0.4812860994661944,0.5428571428571428
740,21,distance,2,18,0.4660942143934106,0.5363636363636364
741,21,uniform,1,20,0.3539734227966831,0.3922077922077922
742,21,uniform,2,20,0.3513500876400296,0.38961038961038963
743,21,distance,1,20,0.4812860994661944,0.5428571428571428
744,21,distance,2,20,0.4660942143934106,0.5363636363636364
745,21,uniform,1,22,0.3539734227966831,0.3922077922077922
746,21,uniform,2,22,0.3513500876400296,0.38961038961038963
747,21,distance,1,22,0.4812860994661944,0.5428571428571428
748,21,distance,2,22,0.4660942143934106,0.5363636363636364
749,21,uniform,1,24,0.3539734227966831,0.3922077922077922
750,21,uniform,2,24,0.3513500876400296,0.38961038961038963
751,21,distance,1,24,0.4812860994661944,0.5428571428571428
752,21,distance,2,24,0.4660942143934106,0.5363636363636364
753,21,uniform,1,26,0.3539734227966831,0.3922077922077922
754,21,uniform,2,26,0.3513500876400296,0.38961038961038963
755,21,distance,1,26,0.4812860994661944,0.5428571428571428
756,21,distance,2,26,0.4660942143934106,0.5363636363636364
757,21,uniform,1,28,0.3539734227966831,0.3922077922077922
758,21,uniform,2,28,0.3513500876400296,0.38961038961038963
759,21,distance,1,28,0.4812860994661944,0.5428571428571428
760,21,distance,2,28,0.4660942143934106,0.5363636363636364
761,21,uniform,1,30,0.3488296339195353,0.38701298701298703
762,21,uniform,2,30,0.34752068046325635,0.38311688311688313
763,21,distance,1,30,0.47654350377881,0.5415584415584416
764,21,distance,2,30,0.4665459387100547,0.5272727272727272
765,21,uniform,1,32,0.3488296339195353,0.38701298701298703
766,21,uniform,2,32,0.34752068046325635,0.38311688311688313
767,21,distance,1,32,0.47654350377881,0.5415584415584416
768,21,distance,2,32,0.4665459387100547,0.5272727272727272
769,21,uniform,1,34,0.3488296339195353,0.38701298701298703
770,21,uniform,2,34,0.34752068046325635,0.38311688311688313
771,21,distance,1,34,0.47654350377881,0.5415584415584416
772,21,distance,2,34,0.4665459387100547,0.5272727272727272
773,21,uniform,1,36,0.3488296339195353,0.38701298701298703
774,21,uniform,2,36,0.34752068046325635,0.38311688311688313
775,21,distance,1,36,0.47654350377881,0.5415584415584416
776,21,distance,2,36,0.4665459387100547,0.5272727272727272
777,21,uniform,1,38,0.3488296339195353,0.38701298701298703
778,21,uniform,2,38,0.34752068046325635,0.38311688311688313
779,21,distance,1,38,0.47654350377881,0.5415584415584416
780,21,distance,2,38,0.4665459387100547,0.5272727272727272
781,21,uniform,1,40,0.3488296339195353,0.38701298701298703
782,21,uniform,2,40,0.34752068046325635,0.38311688311688313
783,21,distance,1,40,0.47654350377881,0.5415584415584416
784,21,distance,2,40,0.4665459387100547,0.5272727272727272
785,21,uniform,1,42,0.3488296339195353,0.38701298701298703
786,21,uniform,2,42,0.34752068046325635,0.38311688311688313
787,21,distance,1,42,0.47654350377881,0.5415584415584416
788,21,distance,2,42,0.4665459387100547,0.5272727272727272
789,21,uniform,1,44,0.3488296339195353,0.38701298701298703
790,21,uniform,2,44,0.34752068046325635,0.38311688311688313
791,21,distance,1,44,0.47654350377881,0.5415584415584416
792,21,distance,2,44,0.4665459387100547,0.5272727272727272
793,21,uniform,1,46,0.3488296339195353,0.38701298701298703
794,21,uniform,2,46,0.34752068046325635,0.38311688311688313
795,21,distance,1,46,0.47654350377881,0.5415584415584416
796,21,distance,2,46,0.4665459387100547,0.5272727272727272
797,21,uniform,1,48,0.3488296339195353,0.38701298701298703
798,21,uniform,2,48,0.34752068046325635,0.38311688311688313
799,21,distance,1,48,0.47654350377881,0.5415584415584416
800,21,distance,2,48,0.4665459387100547,0.5272727272727272
801,23,uniform,1,10,0.345734259319756,0.38571428571428573
802,23,uniform,2,10,0.344004393296915,0.38181818181818183
803,23,distance,1,10,0.47348599432306243,0.5376623376623376
804,23,distance,2,10,0.4608641986045988,0.525974025974026
805,23,uniform,1,12,0.345734259319756,0.38571428571428573
806,23,uniform,2,12,0.344004393296915,0.38181818181818183
807,23,distance,1,12,0.47348599432306243,0.5376623376623376
808,23,distance,2,12,0.4608641986045988,0.525974025974026
809,23,uniform,1,14,0.345734259319756,0.38571428571428573
810,23,uniform,2,14,0.344004393296915,0.38181818181818183
811,23,distance,1,14,0.47348599432306243,0.5376623376623376
812,23,distance,2,14,0.4608641986045988,0.525974025974026
813,23,uniform,1,16,0.3448150750074455,0.38441558441558443
814,23,uniform,2,16,0.3421974359091197,0.38181818181818183
815,23,distance,1,16,0.4738361392618204,0.5415584415584416
816,23,distance,2,16,0.4629750213162799,0.5272727272727272
817,23,uniform,1,18,0.3448150750074455,0.38441558441558443
818,23,uniform,2,18,0.3421974359091197,0.38181818181818183
819,23,distance,1,18,0.4738361392618204,0.5415584415584416
820,23,distance,2,18,0.4629750213162799,0.5272727272727272
821,23,uniform,1,20,0.3448150750074455,0.38441558441558443
822,23,uniform,2,20,0.3421974359091197,0.38181818181818183
823,23,distance,1,20,0.4738361392618204,0.5415584415584416
824,23,distance,2,20,0.4629750213162799,0.5272727272727272
825,23,uniform,1,22,0.3448150750074455,0.38441558441558443
826,23,uniform,2,22,0.3421974359091197,0.38181818181818183
827,23,distance,1,22,0.4738361392618204,0.5415584415584416
828,23,distance,2,22,0.4629750213162799,0.5272727272727272
829,23,uniform,1,24,0.3448150750074455,0.38441558441558443
830,23,uniform,2,24,0.3421974359091197,0.38181818181818183
831,23,distance,1,24,0.4738361392618204,0.5415584415584416
832,23,distance,2,24,0.4629750213162799,0.5272727272727272
833,23,uniform,1,26,0.3448150750074455,0.38441558441558443
834,23,uniform,2,26,0.3421974359091197,0.38181818181818183
835,23,distance,1,26,0.4738361392618204,0.5415584415584416
836,23,distance,2,26,0.4629750213162799,0.5272727272727272
837,23,uniform,1,28,0.3448150750074455,0.38441558441558443
838,23,uniform,2,28,0.3421974359091197,0.38181818181818183
839,23,distance,1,28,0.4738361392618204,0.5415584415584416
840,23,distance,2,28,0.4629750213162799,0.5272727272727272
841,23,uniform,1,30,0.3388039153919918,0.37142857142857144
842,23,uniform,2,30,0.33706463742727893,0.36623376623376624
843,23,distance,1,30,0.47130326402449974,0.535064935064935
844,23,distance,2,30,0.46175210558719976,0.5246753246753246
845,23,uniform,1,32,0.3388039153919918,0.37142857142857144
846,23,uniform,2,32,0.33706463742727893,0.36623376623376624
847,23,distance,1,32,0.47130326402449974,0.535064935064935
848,23,distance,2,32,0.46175210558719976,0.5246753246753246
849,23,uniform,1,34,0.3388039153919918,0.37142857142857144
850,23,uniform,2,34,0.33706463742727893,0.36623376623376624
851,23,distance,1,34,0.47130326402449974,0.535064935064935
852,23,distance,2,34,0.46175210558719976,0.5246753246753246
853,23,uniform,1,36,0.3388039153919918,0.37142857142857144
854,23,uniform,2,36,0.33706463742727893,0.36623376623376624
855,23,distance,1,36,0.47130326402449974,0.535064935064935
856,23,distance,2,36,0.46175210558719976,0.5246753246753246
857,23,uniform,1,38,0.3388039153919918,0.37142857142857144
858,23,uniform,2,38,0.33706463742727893,0.36623376623376624
859,23,distance,1,38,0.47130326402449974,0.535064935064935
860,23,distance,2,38,0.46175210558719976,0.5246753246753246
861,23,uniform,1,40,0.3388039153919918,0.37142857142857144
862,23,uniform,2,40,0.33706463742727893,0.36623376623376624
863,23,distance,1,40,0.47130326402449974,0.535064935064935
864,23,distance,2,40,0.46175210558719976,0.5246753246753246
865,23,uniform,1,42,0.3388039153919918,0.37142857142857144
866,23,uniform,2,42,0.33706463742727893,0.36623376623376624
867,23,distance,1,42,0.47130326402449974,0.535064935064935
868,23,distance,2,42,0.46175210558719976,0.5246753246753246
869,23,uniform,1,44,0.3388039153919918,0.37142857142857144
870,23,uniform,2,44,0.33706463742727893,0.36623376623376624
871,23,distance,1,44,0.47130326402449974,0.535064935064935
872,23,distance,2,44,0.46175210558719976,0.5246753246753246
873,23,uniform,1,46,0.3388039153919918,0.37142857142857144
874,23,uniform,2,46,0.33706463742727893,0.36623376623376624
875,23,distance,1,46,0.47130326402449974,0.535064935064935
876,23,distance,2,46,0.46175210558719976,0.5246753246753246
877,23,uniform,1,48,0.3388039153919918,0.37142857142857144
878,23,uniform,2,48,0.33706463742727893,0.36623376623376624
879,23,distance,1,48,0.47130326402449974,0.535064935064935
880,23,distance,2,48,0.46175210558719976,0.5246753246753246
881,25,uniform,1,10,0.33778757278711957,0.37792207792207794
882,25,uniform,2,10,0.3365081572147291,0.37272727272727274
883,25,distance,1,10,0.47091661127733203,0.5337662337662338
884,25,distance,2,10,0.4574311287749671,0.5194805194805194
885,25,uniform,1,12,0.33778757278711957,0.37792207792207794
886,25,uniform,2,12,0.3365081572147291,0.37272727272727274
887,25,distance,1,12,0.47091661127733203,0.5337662337662338
888,25,distance,2,12,0.4574311287749671,0.5194805194805194
889,25,uniform,1,14,0.33778757278711957,0.37792207792207794
890,25,uniform,2,14,0.3365081572147291,0.37272727272727274
891,25,distance,1,14,0.47091661127733203,0.5337662337662338
892,25,distance,2,14,0.4574311287749671,0.5194805194805194
893,25,uniform,1,16,0.3399572820821125,0.37792207792207794
894,25,uniform,2,16,0.3382217200009439,0.37012987012987014
895,25,distance,1,16,0.4716812111383855,0.5376623376623376
896,25,distance,2,16,0.4630171194679805,0.5207792207792208
897,25,uniform,1,18,0.3399572820821125,0.37792207792207794
898,25,uniform,2,18,0.3382217200009439,0.37012987012987014
899,25,distance,1,18,0.4716812111383855,0.5376623376623376
900,25,distance,2,18,0.4630171194679805,0.5207792207792208
901,25,uniform,1,20,0.3399572820821125,0.37792207792207794
902,25,uniform,2,20,0.3382217200009439,0.37012987012987014
903,25,distance,1,20,0.4716812111383855,0.5376623376623376
904,25,distance,2,20,0.4630171194679805,0.5207792207792208
905,25,uniform,1,22,0.3399572820821125,0.37792207792207794
906,25,uniform,2,22,0.3382217200009439,0.37012987012987014
907,25,distance,1,22,0.4716812111383855,0.5376623376623376
908,25,distance,2,22,0.4630171194679805,0.5207792207792208
909,25,uniform,1,24,0.3399572820821125,0.37792207792207794
910,25,uniform,2,24,0.3382217200009439,0.37012987012987014
911,25,distance,1,24,0.4716812111383855,0.5376623376623376
912,25,distance,2,24,0.4630171194679805,0.5207792207792208
913,25,uniform,1,26,0.3399572820821125,0.37792207792207794
914,25,uniform,2,26,0.3382217200009439,0.37012987012987014
915,25,distance,1,26,0.4716812111383855,0.5376623376623376
916,25,distance,2,26,0.4630171194679805,0.5207792207792208
917,25,uniform,1,28,0.3399572820821125,0.37792207792207794
918,25,uniform,2,28,0.3382217200009439,0.37012987012987014
919,25,distance,1,28,0.4716812111383855,0.5376623376623376
920,25,distance,2,28,0.4630171194679805,0.5207792207792208
921,25,uniform,1,30,0.3339238824427425,0.37012987012987014
922,25,uniform,2,30,0.33174972387034585,0.36623376623376624
923,25,distance,1,30,0.46872414110144656,0.5337662337662338
924,25,distance,2,30,0.4591720085413245,0.5168831168831168
925,25,uniform,1,32,0.3339238824427425,0.37012987012987014
926,25,uniform,2,32,0.33174972387034585,0.36623376623376624
927,25,distance,1,32,0.46872414110144656,0.5337662337662338
928,25,distance,2,32,0.4591720085413245,0.5168831168831168
929,25,uniform,1,34,0.3339238824427425,0.37012987012987014
930,25,uniform,2,34,0.33174972387034585,0.36623376623376624
931,25,distance,1,34,0.46872414110144656,0.5337662337662338
932,25,distance,2,34,0.4591720085413245,0.5168831168831168
933,25,uniform,1,36,0.3339238824427425,0.37012987012987014
934,25,uniform,2,36,0.33174972387034585,0.36623376623376624
935,25,distance,1,36,0.46872414110144656,0.5337662337662338
936,25,distance,2,36,0.4591720085413245,0.5168831168831168
937,25,uniform,1,38,0.3339238824427425,0.37012987012987014
938,25,uniform,2,38,0.33174972387034585,0.36623376623376624
939,25,distance,1,38,0.46872414110144656,0.5337662337662338
940,25,distance,2,38,0.4591720085413245,0.5168831168831168
941,25,uniform,1,40,0.3339238824427425,0.37012987012987014
942,25,uniform,2,40,0.33174972387034585,0.36623376623376624
943,25,distance,1,40,0.46872414110144656,0.5337662337662338
944,25,distance,2,40,0.4591720085413245,0.5168831168831168
945,25,uniform,1,42,0.3339238824427425,0.37012987012987014
946,25,uniform,2,42,0.33174972387034585,0.36623376623376624
947,25,distance,1,42,0.46872414110144656,0.5337662337662338
948,25,distance,2,42,0.4591720085413245,0.5168831168831168
