acc,index,hidden_layer_size,,max_iter,alpha,solver
0.6936936936936937,34.4,[150, 150],300,0.1,adam
0.6666666666666666,35.0,[150, 150],300,0.2,adam
0.6824034334763949,35.1,[150, 150],300,0.2,adam
0.670995670995671,35.2,[150, 150],300,0.2,adam
0.6754385964912281,35.3,[150, 150],300,0.2,adam
0.7184684684684685,35.4,[150, 150],300,0.2,adam
0.6581740976645435,36.0,[150, 150],300,0.5,adam
0.6888412017167382,36.1,[150, 150],300,0.5,adam
0.6753246753246753,36.2,[150, 150],300,0.5,adam
0.6710526315789473,36.3,[150, 150],300,0.5,adam
0.7184684684684685,36.4,[150, 150],300,0.5,adam
0.6687898089171974,37.0,[200, 150],300,0.0001,adam
0.6909871244635193,37.1,[200, 150],300,0.0001,adam
0.6623376623376623,37.2,[200, 150],300,0.0001,adam
0.6776315789473685,37.3,[200, 150],300,0.0001,adam
0.7207207207207207,37.4,[200, 150],300,0.0001,adam
0.6751592356687898,38.0,[200, 150],300,0.001,adam
0.6824034334763949,38.1,[200, 150],300,0.001,adam
0.6688311688311688,38.2,[200, 150],300,0.001,adam
0.6754385964912281,38.3,[200, 150],300,0.001,adam
0.7319819819819819,38.4,[200, 150],300,0.001,adam
0.673036093418259,39.0,[200, 150],300,0.01,adam
0.6716738197424893,39.1,[200, 150],300,0.01,adam
0.6688311688311688,39.2,[200, 150],300,0.01,adam
0.6820175438596491,39.3,[200, 150],300,0.01,adam
0.7252252252252253,39.4,[200, 150],300,0.01,adam
0.6751592356687898,40.0,[200, 150],300,0.1,adam
0.6781115879828327,40.1,[200, 150],300,0.1,adam
0.6688311688311688,40.2,[200, 150],300,0.1,adam
0.6732456140350878,40.3,[200, 150],300,0.1,adam
0.7252252252252253,40.4,[200, 150],300,0.1,adam
0.673036093418259,41.0,[200, 150],300,0.2,adam
0.6759656652360515,41.1,[200, 150],300,0.2,adam
0.6731601731601732,41.2,[200, 150],300,0.2,adam
0.6732456140350878,41.3,[200, 150],300,0.2,adam
0.7319819819819819,41.4,[200, 150],300,0.2,adam
0.6687898089171974,42.0,[200, 150],300,0.5,adam
0.6845493562231759,42.1,[200, 150],300,0.5,adam
0.6861471861471862,42.2,[200, 150],300,0.5,adam
0.6644736842105263,42.3,[200, 150],300,0.5,adam
0.722972972972973,42.4,[200, 150],300,0.5,adam
0.6772823779193206,43.0,[200, 200],300,0.0001,adam
0.6716738197424893,43.1,[200, 200],300,0.0001,adam
0.6688311688311688,43.2,[200, 200],300,0.0001,adam
0.6798245614035088,43.3,[200, 200],300,0.0001,adam
0.7252252252252253,43.4,[200, 200],300,0.0001,adam
0.6815286624203821,44.0,[200, 200],300,0.001,adam
0.6931330472103004,44.1,[200, 200],300,0.001,adam
0.6623376623376623,44.2,[200, 200],300,0.001,adam
0.6776315789473685,44.3,[200, 200],300,0.001,adam
0.7274774774774775,44.4,[200, 200],300,0.001,adam
0.6709129511677282,45.0,[200, 200],300,0.01,adam
0.6909871244635193,45.1,[200, 200],300,0.01,adam
0.6688311688311688,45.2,[200, 200],300,0.01,adam
0.6644736842105263,45.3,[200, 200],300,0.01,adam
0.7252252252252253,45.4,[200, 200],300,0.01,adam
0.6751592356687898,46.0,[200, 200],300,0.1,adam
0.6845493562231759,46.1,[200, 200],300,0.1,adam
0.6645021645021645,46.2,[200, 200],300,0.1,adam
0.6776315789473685,46.3,[200, 200],300,0.1,adam
0.722972972972973,46.4,[200, 200],300,0.1,adam
0.6815286624203821,47.0,[200, 200],300,0.2,adam
0.6802575107296137,47.1,[200, 200],300,0.2,adam
0.670995670995671,47.2,[200, 200],300,0.2,adam
0.6776315789473685,47.3,[200, 200],300,0.2,adam
0.7072072072072072,47.4,[200, 200],300,0.2,adam
0.6645435244161358,48.0,[200, 200],300,0.5,adam
0.6802575107296137,48.1,[200, 200],300,0.5,adam
0.6818181818181818,48.2,[200, 200],300,0.5,adam
0.6710526315789473,48.3,[200, 200],300,0.5,adam
0.7252252252252253,48.4,[200, 200],300,0.5,adam
acc,index,hidden_layer_size,,max_iter,alpha,solver
0.673036093418259,1.0,[100, 100],300,0.0001,adam
0.6931330472103004,1.1,[100, 100],300,0.0001,adam
0.670995670995671,1.2,[100, 100],300,0.0001,adam
0.6710526315789473,1.3,[100, 100],300,0.0001,adam
0.7274774774774775,1.4,[100, 100],300,0.0001,adam
0.673036093418259,2.0,[100, 100],300,0.001,adam
0.6952789699570815,2.1,[100, 100],300,0.001,adam
0.6623376623376623,2.2,[100, 100],300,0.001,adam
0.6842105263157895,2.3,[100, 100],300,0.001,adam
0.7342342342342343,2.4,[100, 100],300,0.001,adam
0.6751592356687898,3.0,[100, 100],300,0.01,adam
0.6845493562231759,3.1,[100, 100],300,0.01,adam
0.670995670995671,3.2,[100, 100],300,0.01,adam
0.6885964912280702,3.3,[100, 100],300,0.01,adam
0.7072072072072072,3.4,[100, 100],300,0.01,adam
0.673036093418259,4.0,[100, 100],300,0.1,adam
0.6909871244635193,4.1,[100, 100],300,0.1,adam
0.6688311688311688,4.2,[100, 100],300,0.1,adam
0.6842105263157895,4.3,[100, 100],300,0.1,adam
0.7297297297297297,4.4,[100, 100],300,0.1,adam
0.6772823779193206,5.0,[100, 100],300,0.2,adam
0.6716738197424893,5.1,[100, 100],300,0.2,adam
0.6558441558441559,5.2,[100, 100],300,0.2,adam
0.6754385964912281,5.3,[100, 100],300,0.2,adam
0.7117117117117117,5.4,[100, 100],300,0.2,adam
0.6751592356687898,6.0,[100, 100],300,0.5,adam
0.6824034334763949,6.1,[100, 100],300,0.5,adam
0.670995670995671,6.2,[100, 100],300,0.5,adam
0.6666666666666666,6.3,[100, 100],300,0.5,adam
0.7207207207207207,6.4,[100, 100],300,0.5,adam
0.6815286624203821,7.0,[100, 150],300,0.0001,adam
0.6866952789699571,7.1,[100, 150],300,0.0001,adam
0.6645021645021645,7.2,[100, 150],300,0.0001,adam
0.6754385964912281,7.3,[100, 150],300,0.0001,adam
0.7184684684684685,7.4,[100, 150],300,0.0001,adam
0.6454352441613588,8.0,[100, 150],300,0.001,adam
0.6931330472103004,8.1,[100, 150],300,0.001,adam
0.670995670995671,8.2,[100, 150],300,0.001,adam
0.6929824561403509,8.3,[100, 150],300,0.001,adam
0.722972972972973,8.4,[100, 150],300,0.001,adam
0.6794055201698513,9.0,[100, 150],300,0.01,adam
0.6824034334763949,9.1,[100, 150],300,0.01,adam
0.670995670995671,9.2,[100, 150],300,0.01,adam
0.6842105263157895,9.3,[100, 150],300,0.01,adam
0.7207207207207207,9.4,[100, 150],300,0.01,adam
0.6836518046709129,10.0,[100, 150],300,0.1,adam
0.6566523605150214,10.1,[100, 150],300,0.1,adam
0.670995670995671,10.2,[100, 150],300,0.1,adam
0.6842105263157895,10.3,[100, 150],300,0.1,adam
0.7207207207207207,10.4,[100, 150],300,0.1,adam
0.6794055201698513,11.0,[100, 150],300,0.2,adam
0.6845493562231759,11.1,[100, 150],300,0.2,adam
0.6666666666666666,11.2,[100, 150],300,0.2,adam
0.6754385964912281,11.3,[100, 150],300,0.2,adam
0.7207207207207207,11.4,[100, 150],300,0.2,adam
0.6666666666666666,12.0,[100, 150],300,0.5,adam
0.6781115879828327,12.1,[100, 150],300,0.5,adam
0.6731601731601732,12.2,[100, 150],300,0.5,adam
0.6666666666666666,12.3,[100, 150],300,0.5,adam
0.7274774774774775,12.4,[100, 150],300,0.5,adam
0.6645435244161358,13.0,[100, 200],300,0.0001,adam
0.6931330472103004,13.1,[100, 200],300,0.0001,adam
0.6688311688311688,13.2,[100, 200],300,0.0001,adam
0.6754385964912281,13.3,[100, 200],300,0.0001,adam
0.7072072072072072,13.4,[100, 200],300,0.0001,adam
0.6772823779193206,14.0,[100, 200],300,0.001,adam
0.6866952789699571,14.1,[100, 200],300,0.001,adam
0.6558441558441559,14.2,[100, 200],300,0.001,adam
0.6820175438596491,14.3,[100, 200],300,0.001,adam
0.7319819819819819,14.4,[100, 200],300,0.001,adam
0.6815286624203821,15.0,[100, 200],300,0.01,adam
0.6845493562231759,15.1,[100, 200],300,0.01,adam
0.670995670995671,15.2,[100, 200],300,0.01,adam
0.6798245614035088,15.3,[100, 200],300,0.01,adam
0.7252252252252253,15.4,[100, 200],300,0.01,adam
0.6751592356687898,16.0,[100, 200],300,0.1,adam
0.6888412017167382,16.1,[100, 200],300,0.1,adam
0.6406926406926406,16.2,[100, 200],300,0.1,adam
0.6820175438596491,16.3,[100, 200],300,0.1,adam
0.7252252252252253,16.4,[100, 200],300,0.1,adam
0.6772823779193206,17.0,[100, 200],300,0.2,adam
0.6824034334763949,17.1,[100, 200],300,0.2,adam
0.6731601731601732,17.2,[100, 200],300,0.2,adam
0.6666666666666666,17.3,[100, 200],300,0.2,adam
0.7319819819819819,17.4,[100, 200],300,0.2,adam
0.6687898089171974,18.0,[100, 200],300,0.5,adam
0.6759656652360515,18.1,[100, 200],300,0.5,adam
0.6731601731601732,18.2,[100, 200],300,0.5,adam
0.6710526315789473,18.3,[100, 200],300,0.5,adam
0.7252252252252253,18.4,[100, 200],300,0.5,adam
0.6815286624203821,19.0,[150, 100],300,0.0001,adam
0.6802575107296137,19.1,[150, 100],300,0.0001,adam
0.6645021645021645,19.2,[150, 100],300,0.0001,adam
0.6929824561403509,19.3,[150, 100],300,0.0001,adam
0.7207207207207207,19.4,[150, 100],300,0.0001,adam
0.6687898089171974,20.0,[150, 100],300,0.001,adam
0.7017167381974249,20.1,[150, 100],300,0.001,adam
0.670995670995671,20.2,[150, 100],300,0.001,adam
0.6776315789473685,20.3,[150, 100],300,0.001,adam
0.7319819819819819,20.4,[150, 100],300,0.001,adam
0.6772823779193206,21.0,[150, 100],300,0.01,adam
0.6974248927038627,21.1,[150, 100],300,0.01,adam
0.6688311688311688,21.2,[150, 100],300,0.01,adam
0.6842105263157895,21.3,[150, 100],300,0.01,adam
0.722972972972973,21.4,[150, 100],300,0.01,adam
0.6772823779193206,22.0,[150, 100],300,0.1,adam
0.6888412017167382,22.1,[150, 100],300,0.1,adam
0.6818181818181818,22.2,[150, 100],300,0.1,adam
0.668859649122807,22.3,[150, 100],300,0.1,adam
0.7207207207207207,22.4,[150, 100],300,0.1,adam
0.6751592356687898,23.0,[150, 100],300,0.2,adam
0.6802575107296137,23.1,[150, 100],300,0.2,adam
0.6645021645021645,23.2,[150, 100],300,0.2,adam
0.6732456140350878,23.3,[150, 100],300,0.2,adam
0.7162162162162162,23.4,[150, 100],300,0.2,adam
0.6666666666666666,24.0,[150, 100],300,0.5,adam
0.6695278969957081,24.1,[150, 100],300,0.5,adam
0.670995670995671,24.2,[150, 100],300,0.5,adam
0.6600877192982456,24.3,[150, 100],300,0.5,adam
0.7027027027027027,24.4,[150, 100],300,0.5,adam
0.6794055201698513,25.0,[200, 100],300,0.0001,adam
0.6931330472103004,25.1,[200, 100],300,0.0001,adam
0.6731601731601732,25.2,[200, 100],300,0.0001,adam
0.6820175438596491,25.3,[200, 100],300,0.0001,adam
0.7162162162162162,25.4,[200, 100],300,0.0001,adam
0.6772823779193206,26.0,[200, 100],300,0.001,adam
0.6845493562231759,26.1,[200, 100],300,0.001,adam
0.6774891774891775,26.2,[200, 100],300,0.001,adam
0.6776315789473685,26.3,[200, 100],300,0.001,adam
0.7342342342342343,26.4,[200, 100],300,0.001,adam
0.6666666666666666,27.0,[200, 100],300,0.01,adam
0.6909871244635193,27.1,[200, 100],300,0.01,adam
0.6753246753246753,27.2,[200, 100],300,0.01,adam
0.6798245614035088,27.3,[200, 100],300,0.01,adam
0.7184684684684685,27.4,[200, 100],300,0.01,adam
0.6645435244161358,28.0,[200, 100],300,0.1,adam
0.6974248927038627,28.1,[200, 100],300,0.1,adam
0.6688311688311688,28.2,[200, 100],300,0.1,adam
0.6732456140350878,28.3,[200, 100],300,0.1,adam
0.7207207207207207,28.4,[200, 100],300,0.1,adam
0.6475583864118896,29.0,[200, 100],300,0.2,adam
0.6802575107296137,29.1,[200, 100],300,0.2,adam
0.670995670995671,29.2,[200, 100],300,0.2,adam
0.6666666666666666,29.3,[200, 100],300,0.2,adam
0.7252252252252253,29.4,[200, 100],300,0.2,adam
0.6772823779193206,30.0,[200, 100],300,0.5,adam
0.6566523605150214,30.1,[200, 100],300,0.5,adam
0.670995670995671,30.2,[200, 100],300,0.5,adam
0.668859649122807,30.3,[200, 100],300,0.5,adam
0.7094594594594594,30.4,[200, 100],300,0.5,adam
0.6624203821656051,31.0,[150, 150],300,0.0001,adam
0.6931330472103004,31.1,[150, 150],300,0.0001,adam
0.6753246753246753,31.2,[150, 150],300,0.0001,adam
0.6798245614035088,31.3,[150, 150],300,0.0001,adam
0.7207207207207207,31.4,[150, 150],300,0.0001,adam
0.6687898089171974,32.0,[150, 150],300,0.001,adam
0.6845493562231759,32.1,[150, 150],300,0.001,adam
0.6645021645021645,32.2,[150, 150],300,0.001,adam
0.6820175438596491,32.3,[150, 150],300,0.001,adam
0.7162162162162162,32.4,[150, 150],300,0.001,adam
0.6815286624203821,33.0,[150, 150],300,0.01,adam
0.6802575107296137,33.1,[150, 150],300,0.01,adam
0.6753246753246753,33.2,[150, 150],300,0.01,adam
0.6907894736842105,33.3,[150, 150],300,0.01,adam
0.7207207207207207,33.4,[150, 150],300,0.01,adam
0.6709129511677282,34.0,[150, 150],300,0.1,adam
0.6866952789699571,34.1,[150, 150],300,0.1,adam
0.6623376623376623,34.2,[150, 150],300,0.1,adam
0.6798245614035088,34.3,[150, 150],300,0.1,adam
0.7319819819819819,34.4,[150, 150],300,0.1,adam
0.6645435244161358,35.0,[150, 150],300,0.2,adam
0.6845493562231759,35.1,[150, 150],300,0.2,adam
0.670995670995671,35.2,[150, 150],300,0.2,adam
0.6644736842105263,35.3,[150, 150],300,0.2,adam
0.7162162162162162,35.4,[150, 150],300,0.2,adam
0.6602972399150743,36.0,[150, 150],300,0.5,adam
0.6781115879828327,36.1,[150, 150],300,0.5,adam
0.6796536796536796,36.2,[150, 150],300,0.5,adam
0.668859649122807,36.3,[150, 150],300,0.5,adam
0.7184684684684685,36.4,[150, 150],300,0.5,adam
0.6772823779193206,37.0,[200, 150],300,0.0001,adam
0.6824034334763949,37.1,[200, 150],300,0.0001,adam
0.6688311688311688,37.2,[200, 150],300,0.0001,adam
0.6732456140350878,37.3,[200, 150],300,0.0001,adam
0.7252252252252253,37.4,[200, 150],300,0.0001,adam
0.6666666666666666,38.0,[200, 150],300,0.001,adam
0.6866952789699571,38.1,[200, 150],300,0.001,adam
0.6688311688311688,38.2,[200, 150],300,0.001,adam
0.6754385964912281,38.3,[200, 150],300,0.001,adam
0.7252252252252253,38.4,[200, 150],300,0.001,adam
0.6709129511677282,39.0,[200, 150],300,0.01,adam
0.6695278969957081,39.1,[200, 150],300,0.01,adam
0.670995670995671,39.2,[200, 150],300,0.01,adam
0.6798245614035088,39.3,[200, 150],300,0.01,adam
0.7387387387387387,39.4,[200, 150],300,0.01,adam
0.6772823779193206,40.0,[200, 150],300,0.1,adam
0.6909871244635193,40.1,[200, 150],300,0.1,adam
0.6731601731601732,40.2,[200, 150],300,0.1,adam
0.6776315789473685,40.3,[200, 150],300,0.1,adam
0.7319819819819819,40.4,[200, 150],300,0.1,adam
0.6751592356687898,41.0,[200, 150],300,0.2,adam
0.6824034334763949,41.1,[200, 150],300,0.2,adam
0.670995670995671,41.2,[200, 150],300,0.2,adam
0.6776315789473685,41.3,[200, 150],300,0.2,adam
0.722972972972973,41.4,[200, 150],300,0.2,adam
0.6751592356687898,42.0,[200, 150],300,0.5,adam
0.6781115879828327,42.1,[200, 150],300,0.5,adam
0.6774891774891775,42.2,[200, 150],300,0.5,adam
0.668859649122807,42.3,[200, 150],300,0.5,adam
0.7207207207207207,42.4,[200, 150],300,0.5,adam
0.6751592356687898,43.0,[200, 200],300,0.0001,adam
0.6716738197424893,43.1,[200, 200],300,0.0001,adam
0.6731601731601732,43.2,[200, 200],300,0.0001,adam
0.6798245614035088,43.3,[200, 200],300,0.0001,adam
0.722972972972973,43.4,[200, 200],300,0.0001,adam
0.6815286624203821,44.0,[200, 200],300,0.001,adam
0.6931330472103004,44.1,[200, 200],300,0.001,adam
0.6753246753246753,44.2,[200, 200],300,0.001,adam
0.6820175438596491,44.3,[200, 200],300,0.001,adam
0.722972972972973,44.4,[200, 200],300,0.001,adam
0.6900212314225053,45.0,[200, 200],300,0.01,adam
0.6888412017167382,45.1,[200, 200],300,0.01,adam
0.6688311688311688,45.2,[200, 200],300,0.01,adam
0.6798245614035088,45.3,[200, 200],300,0.01,adam
0.722972972972973,45.4,[200, 200],300,0.01,adam
0.6751592356687898,46.0,[200, 200],300,0.1,adam
0.6888412017167382,46.1,[200, 200],300,0.1,adam
0.6666666666666666,46.2,[200, 200],300,0.1,adam
0.6820175438596491,46.3,[200, 200],300,0.1,adam
0.7207207207207207,46.4,[200, 200],300,0.1,adam
0.673036093418259,47.0,[200, 200],300,0.2,adam
0.6802575107296137,47.1,[200, 200],300,0.2,adam
0.6666666666666666,47.2,[200, 200],300,0.2,adam
0.6666666666666666,47.3,[200, 200],300,0.2,adam
0.7207207207207207,47.4,[200, 200],300,0.2,adam
0.6794055201698513,48.0,[200, 200],300,0.5,adam
0.6630901287553648,48.1,[200, 200],300,0.5,adam
0.670995670995671,48.2,[200, 200],300,0.5,adam
0.6644736842105263,48.3,[200, 200],300,0.5,adam
0.722972972972973,48.4,[200, 200],300,0.5,adam
